p_pdb,q_pdb,execution_time
1kel_L,1axt_L,0.523964
1kel_L,1l7i_L,0.479803
1kel_L,1yec_L,0.476661
3b8s_B,3b9d_A,2.529649
1ehn_A,1ffr_A,2.372892
1ctn_A,3ars_A,2.455375
1eib_A,1k9t_A,2.340058
1e15_A,1h0i_A,2.230349
1zty_A,1zu0_A,2.490338
1zty_A,4gfr_A,2.445047
2q2u_A,1p8l_A,0.556776
1fvi_A,2q2t_A,0.499957
2q2t_A,1p8l_A,0.562627
5tqq_A,6qvd_A,5.789228
1k0n_A,1rk4_A,0.464828
1k0n_A,1rk4_B,0.450547
1qxo_A,1qxo_B,0.888632
1gxj_B,1gxl_B,0.273167
1gxj_A,1gxl_A,0.278314
5a1s_A,5a1s_B,4.714936
1cts_A,2cts_A,3.062402
1iom_A,1ixe_B,2.224539
1iom_A,1ixe_A,2.21771
5csc_A,6csc_B,2.824205
5csc_A,2csc_,
5csc_A,1csr_,
5csc_A,1csh_,
6cts_,5csc_A,
1cts_,1al6_,
1cts_,1csh_,
1cts_,4cts_A,
5csc_A,1al6_,
5csc_A,1csi_,
5csc_A,1amz_,
1jnk_A,1uki_A,0.815452
2hf7_A,1rmt_D,0.333821
3hla_A,1ddh_A,0.399437
4in2_A,4inq_A,0.334104
1qvr_B,1qvr_C,9.256266
1qvr_A,1qvr_B,9.590332
1qvr_A,1qvr_C,9.523708
7ds0_A,7ds1_A,0.200799
2yk4_A,2yk5_A,0.892269
2yk5_A,2yk7_A,0.902804
2r7e_A,6mf2_A,8.521526
3cdz_B,3j2q_B,4.121459
6to4_D,6toe_A,1.022271
1jch_A,2b5u_A,2.095437
2a73_B,2i07_B,7.340258
2a73_B,2b39_A,
2i07_B,2hr0_B,
5fo7_B,2wii_B,6.603013
3cu7_A,3prx_A,23.430405
1g40_A,1rid_A,
1g44_A,1rid_A,
1h03_P,1ok3_A,0.318203
2ok5_A,3hrz_D,3.91502
5oqp_A,5oqq_A,22.115452
4d18_B,4d18_J,4.874451
4d10_B,4d10_J,4.995701
4d18_D,4d10_D,4.478264
4d18_D,4d18_L,4.457766
4d18_G,4d10_G,0.56424
1jk9_B,1qup_A,0.51382
1jk9_D,1qup_B,0.517461
1jk9_B,1qup_B,0.527017
1we3_A,1we3_B,
2crk_A,1u6r_B,1.098522
3dre_B,3b6r_A,1.106726
3dre_B,3b6r_B,1.086494
3dre_B,3drb_A,1.075838
1i0e_C,1u6r_B,1.127211
1u6r_B,1u6r_A,1.186107
1vrp_B,2crk_A,1.096346
1u6r_A,1m15_A,1.08978
4crx_A,1crx_A,1.131894
4crx_B,1crx_A,1.152845
4qdl_A,1xcb_A,0.382026
4cmp_A,4zt0_A,15.455942
4cmp_A,4oo8_A,14.56917
6o0y_A,6o0z_A,14.559238
5f9r_B,7s4u_A,16.911757
4un3_B,5f9r_B,19.767711
3odu_A,3oe0_A,4.074702
1l5b_B,3ezm_A,0.054117
3ezm_A,1m5j_A,
1l5b_A,3ezm_A,0.049833
1u12_A,1vp6_A,0.120167
1u12_B,1vp6_C,0.115033
1f5q_A,1ckp_A,0.706807
1f5q_C,1ckp_A,0.660383
1fin_A,3pxr_A,0.798191
1fin_A,1hck_A,0.771111
1fin_A,1hcl_,
1dm2_A,1qmz_A,0.661726
1jst_A,1hck_A,0.767213
4au8_A,3o0g_A,0.70292
1aq1_,1qmz_A,
1aq1_,1jsu_A,
5kkw_A,5wjp_A,0.406349
3kbr_A,5hpq_A,0.358174
3gwf_A,3gwd_A,2.362059
1ihg_A,1iip_A,0.997756
1kp9_A,1kph_C,0.74977
1kp9_A,1kpi_A,0.77648
1kp9_A,1l1e_A,0.713417
4coo_A,4pcu_A,2.018384
4pcu_A,4pcu_B,1.911656
1cew_I,1g96_A,0.076092
5w81_A,5uar_A,23.67117
2fem_A,2feo_A,0.506071
2e74_D,2e76_D,0.191883
4ogq_D,4h13_D,0.133739
1qks_A,1h9x_A,2.920975
1bu7_A,1jpz_B,2.961421
1bu7_A,1jpz_A,2.962559
1po5_A,2bdm_A,2.805408
1po5_A,1n6b_A,3.097081
1suo_A,1po5_A,3.052063
3tbg_A,3tbg_B,3.02629
1k2o_A,2frz_A,2.217594
1akd_A,3l61_A,2.011638
2cpp_A,4jx1_A,2.218927
2cpp_A,1rf9_A,2.177016
2dc3_B,1ut0_B,0.811155
1k6w_A,1k70_A,1.669681
6cm4_A,7jvr_R,2.754155
1wmb_A,2ztl_A,0.7241
2ztv_A,2ztl_B,0.673238
1ygy_A,1ygy_B,2.439537
1ygy_A,2g76_A,1.476869
1psd_A,1psd_B,1.42256
1psd_A,1sc6_A,1.148573
4nfy_A,4njm_A,0.944145
2yzg_B,2zdq_A,0.67633
1ehi_A,1ehi_B,0.903537
1gub_A,1rpj_A,0.9035
2hye_A,5hxb_B,16.520332
2o1c_D,2o1c_A,0.220209
1k1s_A,1jx4_A,0.94773
1k1q_A,1s0o_A,0.956926
1k1s_A,1s0o_B,0.978781
1k1q_A,3bq1_A,0.941062
1k1q_A,3bq2_A,0.930941
1k1q_A,1k1s_A,0.95292
1k1q_B,3bq2_A,0.946765
1k1q_A,1s0o_B,0.955465
1k1q_B,3bq1_A,1.014636
1k1q_B,3bq0_A,0.959013
1k1q_A,3bq0_A,0.947576
1k1s_A,3bq0_A,0.96896
1k1q_A,1k1q_B,0.92973
1k1s_A,3bq2_A,0.966157
1k1q_A,2rdi_A,0.968841
1k1q_A,1n48_A,0.975264
1jks_A,1jkt_A,0.634293
1wvw_A,1wvy_A,0.604705
5d9t_A,5lol_A,0.51653
2vbc_A,2wv9_A,2.93803
2whx_A,5yvu_B,2.954851
2vbc_A,2whx_A,3.055823
2whx_A,2wv9_A,2.79188
2vbc_A,5yvu_B,3.160708
1dek_A,1dek_B,0.478216
2ec5_A,2ebf_X,6.419722
2qw1_A,2fw0_A,0.896722
2fw0_A,2gbp_A,0.892106
2hph_A,2fw0_A,0.882797
2gbp_,3gbp_,
2gbp_,2fw0_A,
1hkb_A,1hkc_A,8.086849
1cza_N,1bg3_B,8.253266
1hkb_A,1cza_N,8.33419
1cza_N,1bg3_A,8.315083
1cza_N,1hkc_A,8.28321
1dc6_B,1gad_O,0.916293
1gad_P,1gad_O,0.906414
1crw_G,1dss_G,0.948514
2gd1_O,1nq5_A,0.937508
1gd1_O,2gd1_O,0.917683
2gd1_O,1npt_O,0.937743
1nq5_A,2gd1_R,0.953686
2gd1_O,1gd1_P,0.94768
1gd1_P,2gd1_P,0.945142
3v6p_A,4gg4_A,7.062001
3wb9_A,3wbf_A,0.652795
2q9j_A,1gqz_A,0.448209
2gkj_A,1gqz_A,0.45003
2q9j_A,2gke_A,0.451966
2q9h_A,2gke_A,0.442438
2q9h_A,2q9j_A,0.456927
2q9j_A,2gkj_A,0.449854
1gqz_A,2gke_A,0.452194
2otn_A,2otn_B,0.484546
3dap_A,1dap_B,0.85492
2ffl_A,2ffl_C,6.705904
2wb4_B,1w25_B,1.867856
2wb4_B,1w25_A,1.880555
7emy_A,7en2_A,15.175801
7emy_A,7en1_A,14.838956
3qy9_B,3qy9_D,0.493457
5z2d_A,5z2f_A,0.55644
1vm6_A,1vm6_C,0.368744
5z2d_A,5zdf_A,0.482745
1arz_A,1arz_B,0.676937
3qy9_A,3qy9_B,0.480963
3ijp_A,3ijp_B,0.57473
1yl7_A,1yl5_A,0.513537
3m5v_B,3ler_B,0.844635
3m5v_B,3ler_C,0.853898
3m5v_B,3ler_A,0.843968
3ler_B,3m5v_C,0.827114
3m5v_D,3ler_B,0.83459
3m5v_D,3ler_A,0.836669
3m5v_A,3ler_B,0.830973
3m5v_B,3ler_D,0.855832
3c1t_D,2c29_F,0.962008
3c1t_B,2c29_D,0.978534
3c1t_D,2c29_D,0.93976
3c1t_C,2c29_F,1.032975
4dfr_A,5dfr_A,0.208075
4dfr_A,5dfr_,
1dpe_A,1dpp_A,2.030583
1dpp_A,1dpe_,
3fvy_A,3t6b_A,5.21287
3fvy_A,5egy_A,5.161042
3fvy_A,3t6j_A,5.074115
1tox_A,4ow6_A,1.703633
1sgk_A,1f0l_A,2.158646
1bi1_,1bi2_B,
1bi2_A,1bi2_B,0.343414
6bu5_A,6c3i_A,
1j49_A,1j49_B,1.172966
5z21_A,6abi_A,1.248009
1j4a_A,1j4a_B,1.141502
1j4a_A,1j4a_D,1.141149
1j49_A,1j4a_A,1.147801
1j4a_A,1j49_B,1.204677
1j49_A,1j4a_B,1.157378
6abj_B,5z20_D,1.121595
1omp_A,1anf_A,1.067936
1omp_A,1anf_,
1omp_A,4mbp_A,1.13108
1anf_A,1jw4_A,1.096305
1anf_A,1peb_A,1.090289
1anf_A,1jw5_A,1.077006
1omp_A,1dmb_A,1.078532
1omp_A,3mbp_A,1.094586
1omp_,4mbp_,
1anf_,1lls_A,
3mbp_,1lls_A,
1omp_,3mbp_,
1omp_,1anf_,
2w2l_A,2w2l_D,1.205171
2w2l_C,2w2l_D,1.184743
2w2l_B,2w2l_D,1.17025
2w2l_A,2w2l_C,1.212217
2w2l_A,2w2l_B,1.171928
2w2l_B,2w2l_C,1.170369
2w2k_A,2w2k_B,1.121165
2w2k_A,2w2l_C,1.151874
2w2k_A,2w2l_B,1.13963
2w2k_A,2w2l_D,1.160782
4yah_X,6cvl_E,0.461882
1jej_A,1qkj_A,1.198199
1jej_A,1jix_A,1.235688
1jej_A,1jg6_A,1.265265
2q6t_A,2q6t_B,1.768897
4a11_A,5hxb_Y,15.755131
3ei3_A,2hye_A,17.48237
6dsz_B,5hxb_B,14.661667
5hxb_B,3i8c_A,15.820027
4a11_A,6dsz_A,16.445017
1s0v_A,1cez_A,9.739592
1i6v_C,1iw7_M,9.606524
2a6h_A,1iw7_L,0.390178
1iw7_M,1iw7_C,9.33336
2a69_N,2be5_D,14.797677
1i3q_B,1i6h_B,8.675057
1i50_B,1i6h_B,8.607984
1i50_B,1wcm_B,8.757104
1i3q_B,1k83_B,8.155469
1i3q_B,1i50_B,8.345632
1i50_A,1i6h_A,15.810144
1i3q_A,1y1w_A,16.161174
1i6h_A,1k83_A,15.005113
1i3q_A,1i50_A,15.696372
1i3q_A,1wcm_A,16.300397
1i50_A,1wcm_A,15.74812
1i50_A,1y1w_A,15.808177
1k83_A,1i3q_A,15.157342
1i50_A,2nvq_A,15.831912
1i3q_A,1i6h_A,15.374673
3dsc_A,3dsd_A,0.778191
3qks_A,3qkt_A,0.566824
3qks_B,3qkt_A,0.542827
1ei1_A,1kij_A,1.023564
1e0j_A,1e0j_B,0.620374
2is4_A,2is2_A,5.358945
2is6_A,3lfu_A,5.235071
1rif_A,1rif_B,0.837983
3agz_A,3agz_B,0.306178
1dkx_A,1dky_A,0.410511
1dky_A,1dkz_A,0.421131
6wbo_A,3rr5_A,2.913786
6wbo_A,3gde_A,2.796741
6wbo_A,2cfm_A,2.783099
1dgs_A,1dgs_B,2.474576
1v9p_A,1v9p_B,2.712586
2owo_A,1zau_A,1.398943
6wbo_A,4eq5_A,2.555446
3sgi_A,1zau_A,0.90899
1x9z_A,1x9z_B,0.251438
1fw6_A,1nne_B,4.994396
1nne_A,1nne_B,5.156232
1e3m_A,1w7a_B,5.390336
1fw6_A,1fw6_B,4.717804
1e3m_A,1e3m_B,4.801478
1ih7_A,1ig9_A,6.980001
1waf_B,1ig9_A,7.102996
1bpx_A,2fmp_A,1.06283
1bpx_A,1bpy_A,1.149629
1bpd_A,2bpg_B,1.099618
1bpd_A,2bpg_A,1.107478
2fmq_A,9ici_A,1.068798
2bpg_A,1bpd_,
6wjv_A,4m8o_A,19.48822
1jih_A,3mfi_A,2.350539
1jih_A,2r8k_A,2.380754
1jih_A,1jih_B,2.280193
1jih_A,2r8j_A,2.419601
1jih_A,3mfh_A,2.353125
1l3s_A,3hp6_A,3.566397
1xwl_,1lv5_B,
3hp6_A,1lv5_A,3.607225
1l3s_A,1lv5_A,3.598222
1l3u_A,1lv5_A,3.633288
2hpi_A,3e0d_A,13.068942
1njg_B,1njf_A,0.552966
1njg_A,1njf_A,0.596695
3pw5_A,4rzr_A,1.015043
4jv1_A,4rzr_A,1.00571
3khg_A,2rdi_A,1.012324
3bq1_A,1k1s_A,0.985405
3bq1_A,2agq_A,0.992722
2va3_A,2rdi_A,1.005661
4gc7_A,4rzr_A,0.999811
2ago_A,2agq_A,1.001772
2ago_A,2agp_A,1.010391
3pw4_A,4rzr_A,1.03193
4rzr_A,3pr5_B,1.024248
3rbe_A,4rzr_A,1.028717
4rzr_A,2r8h_A,1.03691
3gii_A,2rdi_A,1.029814
3gij_A,4rzr_A,1.071151
3pw2_A,4rzr_A,1.057633
4rzr_A,3rb4_A,1.014002
3rbd_A,4rzr_A,1.015671
3gim_A,4rzr_A,1.02843
4qwb_A,4rzr_A,1.011493
4rzr_A,2ago_A,1.029308
4qw9_A,4rzr_A,1.010247
3qz7_A,2rdi_A,1.039738
3qz7_A,4rzr_A,1.009005
4rzr_A,1n56_A,1.024694
2agp_A,4rzr_A,1.024348
4rzr_A,3pw7_A,1.018324
3pvx_A,4rzr_A,1.010301
3m9n_B,4rzr_A,1.026104
3m9n_B,2rdi_A,0.998704
2ia6_B,2rdi_A,1.016998
1n48_A,4rzr_A,1.010163
1n48_A,2rdi_A,1.013756
2ia6_A,4rzr_D,1.076275
2ia6_B,4rzr_D,1.036423
2ia6_B,4rzr_A,1.024625
3pr4_A,4rzr_A,1.030083
3pw0_A,4rzr_A,1.006563
4rzr_A,3rb3_A,0.996255
4f4w_A,2rdi_A,1.015205
2agq_A,2rdi_A,1.017133
3rax_A,4rzr_A,1.031637
4rzr_A,4qwd_A,1.021961
3m9m_B,2rdi_A,1.017074
4rzr_A,4g3i_A,0.988629
4rzr_A,4qwa_A,1.043761
4rzr_A,2agq_A,1.031571
4rzr_A,2ia6_A,1.024435
2agp_A,2rdi_A,1.034919
4rzr_A,3qz8_A,1.032953
3bq1_A,3qz8_A,1.007776
2ibk_A,4rzr_A,1.034737
3m9m_B,4rzr_A,1.031963
4rzr_A,2asd_A,0.992882
1s97_A,4rzr_A,1.010134
1s97_A,2rdi_A,1.005393
3m9o_B,2rdi_A,1.017674
3v6j_A,4rzr_A,1.035779
4rzr_A,2rdi_A,1.029105
4ruc_A,4rzr_A,1.00124
3m9o_B,4rzr_A,1.022906
2ibk_A,2rdi_A,1.021297
3v6h_B,2rdi_A,1.001418
2agp_B,2rdi_A,1.036871
4f50_A,1k1s_A,0.99257
2bqr_A,4rzr_A,1.012551
4f50_A,3bq2_A,0.979605
2asj_B,2rdi_A,0.985465
4fbt_A,4rzr_A,0.998208
2r8g_A,2rdi_A,1.001471
2imw_P,2rdi_A,1.012131
4rzr_A,7kle_A,1.046581
2r8i_A,2rdi_A,0.996057
4nlg_A,2rdi_A,1.032313
3qz7_A,3bq1_A,0.974361
2agq_A,3bq2_A,0.980118
3bq1_A,4nlg_A,1.002403
3bq1_A,4f50_A,0.967592
3gik_A,2rdi_A,0.999838
2r8h_A,2rdi_A,1.026589
4juz_A,4rzr_A,1.010856
4rzr_A,1s9f_A,1.027993
2asd_A,2asj_A,0.98978
2asj_A,2rdi_A,0.969802
1s0n_A,4rzr_A,1.017585
2rdi_A,3bq0_A,0.973373
2rdi_A,2v9w_A,1.011905
2rdi_A,4jv0_A,0.996463
2rdi_A,4rua_A,0.999983
2rdi_A,3khl_A,1.000313
2rdi_A,4ruc_A,1.010207
2rdi_A,5edw_A,0.998851
2rdi_A,2bqr_A,1.018848
1s0o_A,2rdi_A,1.032572
2rdi_A,3khh_A,1.007431
2rdi_A,1s0n_A,1.010337
2rdi_A,1jxl_A,1.021255
2rdi_A,3rbd_A,1.002718
2rdi_A,4tqs_A,1.028671
2rdi_A,4jv1_A,0.998798
2rdi_A,3rb4_A,0.990219
2rdi_A,3rax_A,1.008114
2rdi_A,3pw7_A,1.018093
2rdi_A,6l84_A,1.031978
2rdi_A,3pw2_A,1.028321
1jxl_A,6vnp_A,1.230647
2rdi_A,2asl_A,1.026284
2rdi_A,3gil_A,1.007253
2rdi_A,6vnp_A,1.014976
2rdi_A,3pw4_A,1.031199
2rdi_A,3pw5_A,0.996271
2rdi_A,3pw0_A,0.979713
2rdi_A,6vgm_A,1.01527
2rdi_A,3pvx_A,0.985361
2rdi_A,7kle_A,0.996971
2rdi_A,3rb3_A,0.996062
2rdi_A,1s9f_A,1.029577
2rdi_A,3gij_A,1.03549
2rdi_A,4tqr_A,1.064622
2rdi_A,1s0m_A,1.029915
2rdi_A,3pr4_A,1.000349
2rdi_A,3gim_A,0.997975
2rdi_A,7klf_A,0.997293
2rdi_A,4qwc_A,1.026038
2rdi_A,3rbe_A,1.005407
2rdi_A,4qwb_A,0.990573
2rdi_A,4qwa_A,1.041138
2rdi_A,4qwd_A,1.017662
2rdi_A,4qw8_A,1.020916
2rdi_A,1ryr_A,1.016311
2rdi_A,4qw9_A,1.074596
2rdi_A,1s10_A,0.997551
2rdi_A,3v6k_A,1.034305
2rdi_A,6vkp_A,0.993486
2rdi_A,4fbt_A,1.016618
2rdi_A,4fbu_A,1.005486
2rdi_A,4gc7_A,1.002043
2rdi_A,4juz_A,1.00524
2rdi_A,3raq_A,0.983499
2rdi_A,4jv2_A,0.996963
1jx4_A,2rdi_A,0.983954
2rdi_A,3t5h_A,1.029394
2rdi_A,3v6j_A,1.011414
2rdi_A,4qwe_A,1.017846
2rdi_A,2asd_A,0.996524
2rdi_A,4g3i_A,1.014328
2rdi_A,6vg6_A,1.000354
1jxl_A,4fbu_A,1.020147
1jxl_A,4g3i_A,1.021623
2rdi_A,4gc7_B,1.02335
2rdi_A,3v6h_A,1.006145
2rdi_A,2rdj_A,1.0213
2rdi_A,2ia6_A,1.023167
1jxl_A,4rzr_A,1.03301
1jx4_A,1jxl_A,0.955027
1jx4_A,1n48_A,0.94541
1jx4_A,1s0o_A,0.976476
2rdi_A,1s97_B,1.01112
1jx4_A,1s0n_A,0.939436
2rdi_A,1rys_A,1.00294
2rdi_A,2ago_A,1.041801
2rdi_A,3qz8_A,0.991998
2rdi_A,3pr5_B,1.168462
2rdi_A,1n56_A,1.077952
1jxl_A,5edw_A,0.997043
2rdi_A,3khr_A,0.980067
1t3w_B,1t3w_A,0.32826
1pzn_A,2bke_A,0.715122
1ik9_A,1fu1_A,0.234871
3al2_A,3al3_A,0.397928
1zxm_A,1zxn_A,0.849826
1zxn_A,1zxm_B,0.84292
1d6m_A,1i7d_A,3.100684
6vvc_A,6vve_A,0.520953
3dmk_A,3dmk_B,6.430226
2au0_A,4rzr_A,0.971111
2au0_A,2rdi_A,1.000679
2atl_A,2rdi_A,1.017609
2au0_A,2atl_A,0.999823
2dri_,1urp_D,
1urp_A,1urp_B,0.662107
1drj_A,2gx6_A,0.708632
1ba2_A,2dri_A,0.645727
1urp_A,2dri_,
2dri_,1urp_C,
1urp_A,2dri_A,0.661404
2dri_,1ba2_B,
2dri_,1ba2_A,
1ba2_A,1urp_C,0.641113
2dri_,1urp_B,
1drj_A,1ba2_A,0.644478
1urp_A,1drj_A,0.667363
4hpz_A,4osh_A,8.113822
1kc1_A,1kc3_A,0.744195
7d3e_A,7d3f_A,16.685673
1s9i_A,1s9j_A,0.637989
3fme_A,3enm_D,0.434715
3fme_A,3enm_B,0.403686
3fme_A,3enm_C,0.387178
3fme_A,3enm_A,0.442754
3m9w_A,3ma0_A,0.849336
4gby_A,4ja4_A,7.028964
2x2e_A,3zyc_A,0.900226
2x2e_D,2x2e_A,0.846067
3n42_F,1rer_B,1.612352
1rer_A,3n41_F,1.544788
3n42_F,1rer_A,1.651073
5hkx_A,3zni_A,1.78519
5c1z_A,5n2w_A,0.83586
1az3_A,1eoo_B,0.236711
1rve_A,4rve_A,0.390547
3cja_A,3cj1_A,1.3177
4br4_A,4br9_A,1.15326
3aap_A,4bra_A,1.083034
4cid_A,5mtv_A,1.993297
2eia_A,1eia_A,0.800236
2eia_B,1eia_,
2eia_A,2eia_B,0.757428
2eia_B,1eia_A,0.788275
2eia_A,1eia_,
4c0s_A,1jny_A,1.548147
1jny_A,3agj_A,
1f60_A,3agj_A,
1ijf_A,4c0s_A,1.745799
1ijf_A,3wxm_A,1.67852
4c0s_A,3wxm_A,1.779402
1jny_A,1f60_A,1.468907
1n0v_C,1n0u_A,4.832649
1n0u_A,1n0v_D,4.772125
1ktv_A,2efg_A,2.289894
2efg_A,1fnm_A,2.664717
1fnm_A,1elo_A,2.752815
1aip_C,1tfe_,
1tui_A,1exm_A,1.357106
1tui_A,2xqd_Z,
1aip_A,2xqd_Z,
1efc_A,2wrq_Z,
1efc_A,1exm_A,1.316272
1exm_A,2xqd_Z,
1tui_A,1aip_A,1.190754
1aip_A,1exm_A,1.191316
1dg1_G,1exm_A,1.269744
1tui_A,1ha3_A,1.325488
1eft_A,1tui_A,1.384609
1eft_A,1efc_A,1.310088
1tui_A,1ob5_A,1.307112
1tui_A,1eft_,
1efc_A,2bvn_A,1.137436
1aip_A,1ha3_A,1.178639
1exm_A,2c78_A,1.328818
1exm_A,1ob2_A,1.349958
1aip_A,2c77_A,1.19963
1efc_A,1ob2_A,1.274721
1exm_A,2c77_A,1.398787
1b23_P,1tui_A,1.347613
1exm_A,1ha3_A,1.383978
1eft_A,1ob5_A,1.379716
1aip_A,2c78_A,1.189289
1exm_A,2wrq_Z,
4h9g_A,2c78_A,1.32033
1d2e_D,1exm_A,1.340614
2wrq_Z,2c78_A,
2wrq_Z,2c77_A,
1isz_A,1isz_B,1.431601
2dcy_E,2qz3_A,0.426755
2dcy_A,2qz3_B,0.4433
2dcy_A,2qz3_A,0.431305
2dcy_E,2qz3_B,0.45094
2dcy_D,2b46_X,0.464465
2dcy_B,2qz3_B,0.443534
2b46_X,2b45_X,0.427264
2dcy_B,2qz3_A,0.426655
1xyo_A,1ref_B,0.426862
4nuy_A,4nuz_A,7.288186
2baa_A,2dkv_A,0.725712
2xdt_A,3qnf_A,
3mdj_A,2yd0_A,9.24309
6q4r_A,6mgq_A,9.787872
5er2_E,4ape_,
4ape_,1gvu_A,
4ape_A,5er2_E,1.185037
4ape_,4er2_E,
4ape_A,4er2_E,1.143147
4ape_,1epp_E,
4enl_A,1one_A,1.786069
3enl_A,1ebg_A,1.760077
1e9i_A,2fym_A,1.573332
3h8a_A,1e9i_D,1.541314
1one_A,1ebh_B,1.821206
3rg2_B,3rg2_G,2.928228
2chu_A,3zkw_A,0.780526
1oan_A,1oke_A,1.515789
4tvp_G,2b4c_G,1.533766
2x10_A,2x11_A,2.606496
4hjo_A,3gop_A,0.65484
2jiv_B,3gop_A,0.685677
1yy9_A,1mox_A,4.603643
1m17_A,3pp0_A,0.815529
2gs2_A,2gs6_A,0.799027
1yy9_A,1nql_A,5.329845
1yy9_A,2ahx_A,5.177223
1yy9_A,1m6b_A,4.840578
1nql_A,1m6b_A,4.814693
1m17_A,4i1z_A,0.81783
1yy9_A,1ivo_A,4.908782
4i1z_A,4wrg_A,0.697453
1ivo_B,1mox_B,4.046672
1ivo_A,1mox_A,4.13012
1yy9_A,3njp_A,5.444188
2itz_A,5uga_A,0.755307
4i1z_A,4r3r_A,0.821208
1nql_A,1ivo_A,4.862655
1nql_A,2ahx_A,5.137419
1m6b_A,2ahx_A,4.652778
3ltf_A,3ltg_A,3.93645
1nql_A,3njp_A,5.37757
1ff5_B,2o72_A,0.493476
4bkj_A,3zos_A,0.70863
1aoj_A,1i0c_A,0.017074
1eer_B,1ern_A,0.495461
1eer_B,1ebp_B,0.504179
1eer_B,1cn4_A,0.537648
1eer_B,1eer_C,0.464338
7ppz_B,6xki_A,1.321191
2zu6_A,2vsx_A,1.128816
3uwx_A,3pih_A,6.655957
2r6f_A,3pih_A,6.003799
2r6f_A,3ux8_A,4.190418
2vf7_A,3pih_A,5.924563
3gpl_A,3gp8_A,2.367257
1u6z_B,2flo_D,3.057441
1t6c_A,1t6d_B,0.831432
3gb8_A,3gjx_A,41.81813
3icq_T,3ibv_A,30.028717
5fbk_A,5k5t_A,2.133364
5k5s_A,5k5t_A,2.257052
4mlc_A,4q6b_A,0.770924
6g7n_A,6g7q_A,0.861565
1o9z_A,1m15_A,0.231282
1sky_E,1bmf_F,2.076307
1rz8_A,1g9m_L,0.47245
1q0x_H,1q0y_H,0.440754
1nbv_H,1cbv_H,0.566451
1ad0_A,1hez_C,0.461477
1ad0_A,1dee_A,0.461346
1ad0_B,1rmf_H,0.477881
1ad0_A,1rmf_L,0.494315
1baf_L,1gpo_L,0.459152
1baf_L,1keg_L,0.463722
1baf_L,1ad9_L,0.47615
1baf_L,1acy_L,0.481118
1baf_L,1cz8_L,0.464771
6dkj_B,6gfe_M,0.453773
4rea_B,4reb_A,6.392989
1b56_A,4azm_A,0.11044
1b56_A,4azr_A,0.112642
4azr_B,1b56_A,0.131327
1e2x_A,1h9g_A,1.219823
1hw1_B,1h9g_A,1.2506
1h9t_A,1h9g_A,1.24088
5ncc_A,5ncc_E,2.300067
5ncc_A,5ncc_B,2.32567
3hhd_A,3hhd_C,6.669829
3hhd_A,3hhd_D,6.713306
1wdk_B,1wdl_B,6.280192
1wdl_A,1wdl_B,6.176501
1wdk_A,1wdl_A,6.300361
2e31_A,2e32_A,0.405275
1fnd_,1fnb_,
3ab1_A,3ab1_B,0.717117
3lzw_A,3ab1_A,0.745221
3lhs_A,3li2_A,0.779784
4fil_A,4fkm_A,0.27198
1r1n_A,1d9y_A,0.790061
1mzb_A,2w57_A,0.094599
3r5s_A,3r5t_A,0.71124
3tlk_A,2m6l_A,0.656714
3tlk_A,2m6k_A,0.710226
2o5p_B,2iah_A,5.160139
1ak1_A,1c1h_A,0.826235
1ffh_A,1ng1_A,0.937498
1ffh_,1ng1_,
1r19_D,1r17_A,0.972418
1nun_A,1pjm_B,0.096806
2pvf_A,7vjl_B,0.509976
1e0o_D,1djs_A,0.326343
2pvf_A,8e1x_B,0.609136
4k33_A,6pnx_B,0.693355
4k33_A,6yi8_A,0.576457
4k33_A,4qqj_A,0.714755
2cg6_A,2cg7_A,0.114495
1pxy_A,1pxy_B,3.72518
3usy_A,3usw_A,1.508567
3usw_A,3usy_B,1.530548
3hjl_A,4fhr_B,2.270383
1qjd_A,1qo8_A,2.635596
1qo8_A,1qo8_D,2.565653
1d4c_A,1qo8_A,2.71053
1d4c_B,1d4c_C,2.613832
1d4c_A,1d4e_A,2.659879
1d4e_A,1qo8_A,2.630909
1d4c_A,1d4c_B,2.659473
2fok_A,1fok_A,3.102065
1jbv_A,1jbw_A,1.261193
4iol_A,4iok_A,2.457566
4iol_A,4iok_A,2.416125
4phu_A,5kw2_A,3.810626
1eyi_A,1eyj_A,0.780942
1lbv_A,1lbx_A,0.439863
3o74_A,3o75_A,0.640095
3p4p_A,6c12_A,2.618052
3p4p_A,6b58_A,2.650173
5ea3_F,5ea5_F,1.102938
3pds_A,3ny8_A,4.120682
3p0g_A,2rh1_A,3.215938
3pds_A,3p0g_A,2.995596
3c4m_A,3c4m_B,1.69255
6ks6_G,5gw5_G,2.84615
4ueo_A,4uej_A,1.034229
1gcg_A,3gbp_A,0.993068
1gcg_A,1gca_A,0.917708
1gcg_A,3ga5_A,0.899285
6hup_A,6hug_A,0.967089
6hup_B,6hug_B,1.052075
6hup_C,6hug_C,0.952801
4mqe_A,4ms3_A,1.326916
4mqe_A,4ms4_A,1.384495
4mqe_A,4mr9_A,1.319142
4mqe_A,4mqf_A,1.302063
4mqe_A,4mr7_A,1.325302
4mqe_B,4ms3_B,1.316234
1hk0_X,1h4a_X,0.379487
4gr7_X,1hk0_X,0.398752
1gdt_A,2rsl_A,0.148789
1n7g_A,1n7g_D,0.920056
4nc9_A,2gej_A,1.286431
2gej_A,4nc9_C,0.98032
4nc9_A,2gek_A,1.263997
2gej_A,4nc9_B,1.171882
